0.39062,-4.248,-4.0527,0.97656,-2.3438,-0.92773,-8.0566,-6.4941,-6.25,-3.6133,-5.4688,-5.1758,-4.7852,-5.127,-7.2754,-5.8105,-7.2754,-7.2754,-5.957,-5.7129,-5.5664,-2.1484,0,6.3477,4.8828,772
-15.625,-16.846,-20.068,-15.332,-16.992,-13.916,-7.5195,-15.918,-18.994,-16.504,-15.918,-10.986,-8.6914,-11.67,-16.895,-13.867,-11.426,-9.0332,-10.498,-11.377,-7.5684,-4.1504,-2.4414,0.48828,-9.7656,771
19.678,18.604,20.166,24.316,19.629,17.432,13.135,20.752,19.58,24.17,15.576,11.963,5.2246,20.166,19.873,20.264,15.723,8.7891,20.801,19.189,14.6,20.85,1.9531,0,10.254,770
6.1035,3.2715,6.2988,5.3711,6.7871,5.5664,3.9551,5.3711,10.01,7.5195,8.3008,3.0273,-0.92773,4.6875,6.8359,5.5664,3.125,-0.87891,4.9805,2.6367,0.48828,2.3926,-1.9531,0.48828,-0.97656,769
5.5176,0,1.6113,6.5918,6.7871,7.959,-4.1992,-3.0273,1.5625,5.5176,8.3984,10.986,11.377,-1.709,4.4922,7.1289,8.4473,10.352,5.5664,8.5938,9.8145,7.2754,1.4648,5.8594,7.3242,769
9.1797,2.6367,9.1797,9.3262,12.305,8.3984,-2.1484,0.19531,7.1777,9.4727,10.059,6.2012,3.8574,-1.5625,6.543,6.3965,5.2246,7.373,3.8574,6.8359,7.1289,5.1758,-4.3945,-4.3945,-3.9062,770
-12.402,-15.039,-13.135,-15.381,-13.721,-14.111,-12.061,-17.285,-14.014,-15.576,-12.939,-11.328,-3.9062,-19.678,-14.795,-13.672,-11.182,-6.7871,-14.893,-10.986,-5.4199,-5.5176,0.48828,-0.97656,3.9062,771
-5.8105,0.58594,2.0508,1.5625,2.002,0.58594,5.2734,8.3984,6.9336,7.7637,7.2754,7.4707,13.672,12.646,9.7656,8.5938,9.7656,10.205,11.572,11.133,11.279,14.014,0.48828,-6.8359,7.3242,772
-10.889,-12.744,-10.742,-9.1309,-5.3223,-6.0547,0,-6.1035,-4.9316,-4.9316,-2.1484,-5.5176,-2.6855,-0.43945,-0.83008,-5.0293,-2.6367,-0.48828,0.14648,0.43945,1.7578,2.6367,4.8828,2.4414,0.97656,770
2.002,-6.2988,-5.6152,2.6855,1.416,5.4688,-7.7637,-6.9336,-5.8594,-5.127,-2.002,-1.2207,-0.29297,-3.6133,-4.1504,-2.1484,-1.9531,-2.5879,-3.3691,-1.8555,-2.0508,1.8555,-1.9531,7.3242,9.7656,771
20.947,15.381,18.213,16.748,21.875,18.555,15.967,16.016,20.215,18.311,22.168,20.166,19.385,14.551,19.727,17.48,17.676,20.02,15.234,16.064,17.041,12.451,5.3711,13.672,15.625,769
5.0293,-0.19531,2.2949,6.6895,3.5645,3.9062,-6.7383,-3.5156,-1.1719,2.5879,-1.3672,-2.832,-1.6602,-2.9785,-3.5156,-2.2461,-4.6387,-6.7383,-3.8574,-4.6387,-5.957,-1.9531,1.4648,4.3945,0.48828,769
0.87891,-3.3691,-2.4414,-6.2012,-3.5645,-6.1035,-2.8809,-6.9336,-6.6406,-7.5195,-7.4707,-10.693,-8.3496,-12.891,-11.084,-11.914,-9.7656,-10.889,-13.965,-14.453,-12.842,-15.283,3.9062,-2.4414,4.8828,769
-2.3926,-0.048828,0.39062,-2.9785,-1.1719,-3.4668,3.7109,1.3672,1.7578,-1.6113,0.29297,0,0.87891,-1.6602,2.4902,-2.3926,-0.19531,0.97656,-0.14648,-1.0742,-0.3418,-4.4922,2.4414,8.7891,-4.3945,772
-13.721,-6.2988,-8.6914,-7.5684,-8.6914,-5.2734,-4.541,-1.123,-3.9551,-3.125,-4.7363,-3.3203,-7.0801,1.6602,-1.3672,-1.2207,-1.709,-3.0273,2.832,1.1719,-0.29297,0.73242,-8.7891,-1.9531,-6.3477,770
5.957,9.4727,5.0293,2.1973,3.125,3.4668,1.9531,3.2227,2.1484,2.3438,0.97656,-2.3926,-1.1719,-4.7363,-2.9785,-0.92773,-0.97656,-3.3203,-6.2012,-5.7617,-4.4922,-6.1035,2.4414,7.3242,5.8594,770
26.465,28.223,29.297,26.758,26.855,23.73,23.73,23.926,24.609,21.973,20.85,18.359,16.064,24.512,22.119,17.627,15.771,17.285,17.627,16.699,16.113,14.551,13.672,19.531,17.09,769
-10.205,-9.8633,-9.8633,-14.404,-12.549,-11.279,-5.8594,-10.205,-11.035,-13.818,-12.109,-10.693,-4.248,-10.01,-10.449,-8.8867,-9.668,-8.7891,-9.1797,-9.9121,-9.1797,-10.742,1.4648,-0.48828,-5.8594,769
-3.7109,-6.543,-8.9844,-13.525,-6.1035,-3.7109,-5.8105,-9.9609,-11.279,-12.451,-7.9102,-4.3945,-1.2695,-13.086,-11.914,-14.355,-10.449,-7.1777,-16.65,-16.309,-16.699,-25.098,3.418,5.8594,6.3477,771
-9.7168,-8.4473,-8.7402,-9.9121,-7.1777,-7.2754,1.9043,-3.6133,-4.1016,-8.9844,-3.9062,-1.6113,2.7832,1.416,0.39062,-3.8574,-0.63477,4.3457,2.1973,3.5645,4.0527,5.2246,6.3477,7.3242,6.8359,769
10.107,13.428,12.891,11.377,13.281,11.572,10.742,14.404,13.086,14.258,16.016,17.969,15.674,15.186,14.746,16.406,17.48,20.508,16.26,18.555,18.555,13.818,7.8125,10.254,9.2773,770
-17.871,-9.7656,-12.598,-18.506,-18.115,-14.99,-5.0293,-7.8125,-11.523,-13.135,-16.113,-12.842,-7.6172,-10.303,-12.549,-13.33,-12.305,-10.059,-9.3262,-8.9844,-6.0547,-2.8809,2.9297,-2.9297,0.48828,772
-17.969,-9.2285,-7.7148,-10.352,-15.332,-19.873,-5.127,-7.3242,-5.5664,-6.9824,-11.328,-15.186,-21.582,-9.0332,-7.8125,-5.957,-10.742,-14.844,-10.645,-11.377,-13.086,-12.891,-12.207,-27.344,-22.461,772
-18.701,-14.6,-20.996,-24.219,-24.854,-23.193,-13.818,-18.75,-25.244,-25.391,-27.246,-26.172,-24.805,-21.729,-24.512,-25.537,-26.953,-26.709,-25.098,-26.465,-24.512,-23.975,6.3477,4.8828,3.418,771
-7.4707,-3.3691,-5.6641,-3.8086,-7.1289,12.061,2.4414,0.43945,1.8555,3.3203,0.048828,1.6602,1.709,5.8594,5.3711,8.9844,5.127,5.0781,7.9102,6.5918,6.2988,6.9824,1.9531,-0.97656,7.8125,769
4.4922,4.1504,4.9316,3.5645,5.4688,5.6152,1.7578,-0.48828,2.9785,0.58594,1.6602,-1.1719,4.1016,1.3672,2.4414,-0.53711,-0.048828,-1.8066,4.6875,3.2227,1.709,7.2754,0.97656,-4.8828,3.9062,772
3.6133,0.53711,1.6113,7.7148,3.5645,3.0762,-3.4668,-2.4414,-0.63477,4.1016,1.3672,0.19531,-1.0742,-3.9551,-4.0039,-2.5391,-2.4414,-3.7598,-7.8125,-8.1543,-5.957,-11.621,6.8359,3.418,4.3945,772
14.697,17.09,15.967,18.75,15.527,14.209,12.646,17.578,16.895,21.484,18.018,17.285,8.4473,19.775,17.285,20.264,19.629,19.092,18.75,19.287,18.115,16.748,4.8828,9.2773,5.3711,770
12.695,19.092,19.482,19.092,14.746,13.135,11.963,18.604,20.703,22.412,16.504,13.33,2.9785,18.701,18.262,22.998,18.115,13.135,19.824,21.094,17.529,16.895,6.3477,11.23,-4.8828,772
13.867,8.9844,12.5,8.7891,15.332,14.209,1.7578,2.4414,8.4961,7.5195,11.719,10.01,15.527,-2.2949,1.9043,3.1738,7.0312,7.0801,-1.5137,1.9043,4.5898,3.125,18.555,10.742,18.555,772
19.189,19.092,18.115,22.412,18.701,17.92,9.2285,16.65,16.064,19.971,16.504,15.625,12.158,18.311,16.943,20.801,13.525,11.182,13.623,15.381,12.646,9.9121,12.695,11.23,8.7891,770
